EncuestaViaje_id,EncuestaHogar_id,EncuestaPersona_id,Estrato,sexo,edad,parentesco,TamanoHogar,Motorizacion,zatHogar,MzatHogar,DptoHogar,Anillo,zonaimm,zato,MzatO,AnilloOrigenViaje,zatd,Mzatd,AnilloDestinoViaje,CategoriaViaje,CategoriaViajeHB,HaciaoDesdeEstudio,Numeroviaje,NUMEROETAPA,MedioTransporte,ModoDesagregado,ModoAgregado,ModoViajeCompleto,ModoPrincipal,ModoPrincipalAgregado,CUADRASCAMINADAS,CUADRASCAMINADASDESPUES,siesapie,MOTIVOCUADRASAPIE,MOTIVOCUADRASAPIEOTRO,TIPOESTACIONAMIENTO,COSTOESTTIEMPOENUM,COSTOESTACIONAMIENTO,CostoestacionamientoxViaje,CostoestacionamientoEnHogar,CostoEstacionamientoxViajeTotal,COSTOPEAJE,PERSONASCONUSTED,COSTOTAXI,PAGOUSTEDTAXI,PERSONASCONUSTEDTAXI,COSTOTAXIPagado,LINEAFERROCARRIL,ESTACIONENTRADAFERROCARRIL,ESTACIONSALIDAFERROCARRIL,LineaOmnibus,LineaOMNIBUSDESTINO,TIPOLINEAOMNIBUS,TIPOBOLETOOMNIBUS,BoletoOmnibus,BoletoOmnibusDesagregado,PuntoTransferencia,CANTIDADBOLETOSOMNIBUS,COSTOTARIFA,CostoTarifaxViaje,Ponderacion
522,519,520,2,1,54,1,3 o 4 Personas,1 Auto-Otro,7,1,1,Montevideo,Centro,40,2,Montevideo,7,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,920.6272724427
537,531,536,4,2,26,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,35,1,Montevideo,40,2,Montevideo,Hogar-Trabajo,HBW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,510.1519177288
538,531,536,4,2,26,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,40,2,Montevideo,35,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,510.1519177288
540,531,539,4,2,24,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,35,1,Montevideo,47,2,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,1,,0,,0,0,0,0,,,,,,,,,,,,405,Peñarol,5,8,Estudiante,Estudiante,,25,280,11.2,510.1519177288
541,531,539,4,2,24,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,47,2,Montevideo,35,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,2,,0,,0,0,0,0,,,,,,,,,,,,405,Peñarol,5,8,Estudiante,Estudiante,,25,280,11.2,510.1519177288
543,531,542,4,1,20,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,35,1,Montevideo,40,2,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,3,,0,,0,0,0,0,,,,,,,,,,,,192,,5,8,Estudiante,Estudiante,,25,280,11.2,510.1519177288
544,531,542,4,1,20,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,40,2,Montevideo,35,1,Montevideo,Hogar-Estudio,HBNW,1,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,2,,0,,0,0,0,0,,,,,,,,,,,,192,,5,8,Estudiante,Estudiante,,25,280,11.2,510.1519177288
546,531,545,4,1,29,4,5 o mas Personas,Mas de Auto-Otro-Moto,35,1,1,Montevideo,Centro,999,,Fuera de AMMON,35,1,Montevideo,Hogar-Otros,HBNW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,,,,0,,2,0,0,,,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,510.1519177288
563,561,562,4,2,67,1,1 Persona,Auto o Mas de 2 Vehiculos ,37,2,1,Montevideo,Centro,37,2,Montevideo,9,1,Montevideo,Hogar-Otros,HBNW,0,1,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,0,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,640.368853761
564,561,562,4,2,67,1,1 Persona,Auto o Mas de 2 Vehiculos ,37,2,1,Montevideo,Centro,9,1,Montevideo,37,2,Montevideo,Hogar-Otros,HBNW,0,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,0,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,640.368853761
565,561,562,4,2,67,1,1 Persona,Auto o Mas de 2 Vehiculos ,37,2,1,Montevideo,Centro,37,2,Montevideo,42,2,Montevideo,Hogar-Otros,HBNW,0,3,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,640.368853761
566,561,562,4,2,67,1,1 Persona,Auto o Mas de 2 Vehiculos ,37,2,1,Montevideo,Centro,42,2,Montevideo,37,2,Montevideo,Hogar-Otros,HBNW,0,4,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,640.368853761
571,569,570,3,1,29,1,2 Personas,No Posee,8,1,1,Montevideo,Centro,8,1,Montevideo,41,2,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,4,,0,,0,0,0,0,,,,,,,,,,,,405,,5,5,Boleto comun,Boleto comun,,1,16,16,192.9285302786
572,569,570,3,1,29,1,2 Personas,No Posee,8,1,1,Montevideo,Centro,41,2,Montevideo,8,1,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,3,,0,,0,0,0,0,,,,,,,,,,,,149,Mendoza,5,5,Boleto comun,Boleto comun,,1,16,16,192.9285302786
574,569,573,3,2,32,2,2 Personas,No Posee,8,1,1,Montevideo,Centro,8,1,Montevideo,8,1,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,6,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,192.9285302786
589,587,588,4,2,70,1,1 Persona,Auto o Mas de 2 Vehiculos ,38,2,1,Montevideo,Centro,38,2,Montevideo,12,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,206.7857756937
590,587,588,4,2,70,1,1 Persona,Auto o Mas de 2 Vehiculos ,38,2,1,Montevideo,Centro,12,1,Montevideo,38,2,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,206.7857756937
593,591,592,3,1,23,1,2 Personas,No Posee,10,1,1,Montevideo,Centro,10,1,Montevideo,19,1,Montevideo,Hogar-Estudio,HBNW,1,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,15,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,251.171105457
594,591,592,3,1,23,1,2 Personas,No Posee,10,1,1,Montevideo,Centro,19,1,Montevideo,10,1,Montevideo,Hogar-Estudio,HBNW,1,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,15,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,251.171105457
595,591,592,3,1,23,1,2 Personas,No Posee,10,1,1,Montevideo,Centro,10,1,Montevideo,19,1,Montevideo,Hogar-Estudio,HBNW,1,3,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,15,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,251.171105457
596,591,592,3,1,23,1,2 Personas,No Posee,10,1,1,Montevideo,Centro,19,1,Montevideo,10,1,Montevideo,Hogar-Estudio,HBNW,1,4,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,15,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,251.171105457
598,591,597,3,2,23,2,2 Personas,No Posee,10,1,1,Montevideo,Centro,10,1,Montevideo,2,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,1,,0,,0,0,0,0,,,,,,,,,,,,116,Ciudad Vieja,5,8,Estudiante,Estudiante,,50,560,11.2,251.171105457
611,609,610,3,1,34,1,2 Personas,1 Auto-Otro,8,1,1,Montevideo,Centro,8,1,Montevideo,19,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,371.2964167625
612,609,610,3,1,34,1,2 Personas,1 Auto-Otro,8,1,1,Montevideo,Centro,19,1,Montevideo,8,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,371.2964167625
614,609,613,3,2,37,2,2 Personas,1 Auto-Otro,8,1,1,Montevideo,Centro,8,1,Montevideo,12,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,371.2964167625
615,609,613,3,2,37,2,2 Personas,1 Auto-Otro,8,1,1,Montevideo,Centro,12,1,Montevideo,8,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,371.2964167625
620,618,619,4,2,28,4,3 o 4 Personas,No Posee,36,2,1,Montevideo,Centro,36,2,Montevideo,8,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,199.4069707951
621,618,619,4,2,28,4,3 o 4 Personas,No Posee,36,2,1,Montevideo,Centro,8,1,Montevideo,36,2,Montevideo,Hogar-Trabajo,HBW,0,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,199.4069707951
622,618,619,4,2,28,4,3 o 4 Personas,No Posee,36,2,1,Montevideo,Centro,36,2,Montevideo,8,1,Montevideo,Hogar-Trabajo,HBW,0,3,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,199.4069707951
633,631,632,4,2,61,2,2 Personas,1 Auto-Otro,36,2,1,Montevideo,Centro,36,2,Montevideo,26,4,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,116,CIUDAD VIEJA,5,5,Boleto comun,Boleto comun,,1,16,16,208.9921695381
634,631,632,4,2,61,2,2 Personas,1 Auto-Otro,36,2,1,Montevideo,Centro,26,4,Montevideo,36,2,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,3,,0,,0,0,0,0,,,,,,,,,,,,116,,5,5,Boleto comun,Boleto comun,,1,16,16,208.9921695381
635,631,632,4,2,61,2,2 Personas,1 Auto-Otro,36,2,1,Montevideo,Centro,36,2,Montevideo,36,2,Montevideo,Hogar-Otros,HBNW,0,3,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,2,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,208.9921695381
636,631,632,4,2,61,2,2 Personas,1 Auto-Otro,36,2,1,Montevideo,Centro,36,2,Montevideo,36,2,Montevideo,Hogar-Otros,HBNW,0,4,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,2,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,208.9921695381
640,638,639,4,2,60,1,1 Persona,No Posee,13,1,1,Montevideo,Centro,13,1,Montevideo,5,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,1,,0,,0,0,0,0,,,,,,,,,,,,60,Aduana,5,5,Boleto comun,Boleto comun,,1,16,16,166.0215546788
641,638,639,4,2,60,1,1 Persona,No Posee,13,1,1,Montevideo,Centro,5,1,Montevideo,13,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,3,,0,,0,0,0,0,,,,,,,,,,,,60,Portones,5,5,Boleto comun,Boleto comun,,1,16,16,166.0215546788
657,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,69,3,Montevideo,36,2,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
658,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,36,2,Montevideo,143,23,Montevideo,Hogar-Otros,HBNW,0,3,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
659,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,143,23,Montevideo,36,2,Montevideo,Hogar-Otros,HBNW,0,4,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
660,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,36,2,Montevideo,69,3,Montevideo,Hogar-Otros,HBNW,0,5,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
661,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,69,3,Montevideo,43,2,Montevideo,Otros,NHB,0,6,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
662,654,655,4,2,26,1,1 Persona,Auto o Mas de 2 Vehiculos ,36,2,1,Montevideo,Centro,43,2,Montevideo,164,20,Segundo Anillo,Otros,NHB,0,7,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,250.5146673278
665,663,664,5,2,50,2,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,165,17,Primer Anillo,2,1,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,4,,0,,0,0,0,0,,,,,,,,,,,,700,montevideo,6,5,Boleto comun,Boleto comun,,1,25,25,344.5792173348
677,663,676,5,2,15,3,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,165,17,Primer Anillo,165,17,Primer Anillo,Hogar-Estudio,HBNW,1,1,1,12,Pie 10 cuadras o mas,Pie,Pie - Omnibus,Omnibus,Omnibus,,0,12,2,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,344.5792173348
678,663,676,5,2,15,3,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,165,17,Primer Anillo,161,26,Primer Anillo,Otros,NHB,1,2,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,2,,0,,0,0,0,0,,,,,,,,,,,,711,montevideo,6,17,Abono suburbano,Abono suburbano,,25,280,11.2,344.5792173348
679,663,676,5,2,15,3,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Otros,NHB,0,3,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,6,2,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,344.5792173348
680,663,676,5,2,15,3,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Otros,NHB,0,4,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,2,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,344.5792173348
681,663,676,5,2,15,3,5 o mas Personas,Mas de Auto-Otro-Moto,165,17,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Otros,NHB,0,5,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,2,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,344.5792173348
684,682,683,4,2,65,2,2 Personas,Mas de Auto-Otro-Moto,38,2,1,Montevideo,Centro,38,2,Montevideo,38,2,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,3,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,300.426243711
685,682,683,4,2,65,2,2 Personas,Mas de Auto-Otro-Moto,38,2,1,Montevideo,Centro,38,2,Montevideo,38,2,Montevideo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,3,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,300.426243711
698,690,696,3,2,48,2,3 o 4 Personas,No Posee,5,1,1,Montevideo,Centro,9,1,Montevideo,5,1,Montevideo,Hogar-Trabajo,HBW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,8,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,879.9784821221
700,690,699,3,2,12,3,3 o 4 Personas,No Posee,5,1,1,Montevideo,Centro,5,1,Montevideo,8,1,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,3,,0,,0,0,0,0,,,,,,,,,,,,582,Punta Carretas,5,8,Estudiante,Estudiante,,50,0,0,879.9784821221
701,690,699,3,2,12,3,3 o 4 Personas,No Posee,5,1,1,Montevideo,Centro,8,1,Montevideo,5,1,Montevideo,Hogar-Estudio,HBNW,1,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,582,Penarol,5,8,Estudiante,Estudiante,,50,0,0,879.9784821221
703,690,702,3,1,11,4,3 o 4 Personas,No Posee,5,1,1,Montevideo,Centro,5,1,Montevideo,5,1,Montevideo,Hogar-Estudio,HBNW,1,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,3,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,879.9784821221
704,690,702,3,1,11,4,3 o 4 Personas,No Posee,5,1,1,Montevideo,Centro,5,1,Montevideo,5,1,Montevideo,Hogar-Estudio,HBNW,1,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,3,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,879.9784821221
707,705,706,5,2,44,2,3 o 4 Personas,1 Auto-Otro,165,17,3,Primer Anillo,,165,17,Primer Anillo,95,9,Montevideo,Hogar-Trabajo,HBW,0,1,1,11,Bicicleta,Bicicleta,Bicicleta,Bicicleta,Bicicleta,0,0,,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,361.4476024326
708,705,706,5,2,44,2,3 o 4 Personas,1 Auto-Otro,165,17,3,Primer Anillo,,95,9,Montevideo,165,17,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,11,Bicicleta,Bicicleta,Bicicleta,Bicicleta,Bicicleta,0,0,,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,361.4476024326
719,705,718,5,1,45,1,3 o 4 Personas,1 Auto-Otro,165,17,3,Primer Anillo,,165,17,Primer Anillo,43,2,Montevideo,Hogar-Trabajo,HBW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,1,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,361.4476024326
720,705,718,5,1,45,1,3 o 4 Personas,1 Auto-Otro,165,17,3,Primer Anillo,,43,2,Montevideo,165,17,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,361.4476024326
723,721,722,3,1,24,1,2 Personas,No Posee,5,1,1,Montevideo,Centro,5,1,Montevideo,43,2,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,3,Tenia tiempo,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,824.4964548697
724,721,722,3,1,24,1,2 Personas,No Posee,5,1,1,Montevideo,Centro,43,2,Montevideo,5,1,Montevideo,Hogar-Otros,HBNW,0,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,824.4964548697
726,721,725,3,1,21,2,2 Personas,No Posee,5,1,1,Montevideo,Centro,5,1,Montevideo,15,4,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,427,,5,5,Boleto comun,Boleto comun,,1,16,16,824.4964548697
727,721,725,3,1,21,2,2 Personas,No Posee,5,1,1,Montevideo,Centro,15,4,Montevideo,5,1,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,468,Portones,5,5,Boleto comun,Boleto comun,,1,16,16,824.4964548697
742,733,740,5,2,6,3,3 o 4 Personas,1 Auto-Otro,161,26,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Hogar-Estudio,HBNW,1,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,0,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,481.9301365767
744,733,743,5,2,8,3,3 o 4 Personas,1 Auto-Otro,161,26,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Hogar-Estudio,HBNW,1,1,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,0,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,481.9301365767
745,733,743,5,2,8,3,3 o 4 Personas,1 Auto-Otro,161,26,3,Primer Anillo,,161,26,Primer Anillo,161,26,Primer Anillo,Hogar-Estudio,HBNW,1,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,0,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,481.9301365767
747,733,746,5,2,39,2,3 o 4 Personas,1 Auto-Otro,161,26,3,Primer Anillo,,161,26,Primer Anillo,167,17,Primer Anillo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,214,pinar,6,11,Gratuito/Pase libre,Gratuito/Pase libre,,1,0,0,481.9301365767
748,733,746,5,2,39,2,3 o 4 Personas,1 Auto-Otro,161,26,3,Primer Anillo,,167,17,Primer Anillo,161,26,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,7,,0,,0,0,0,0,,,,,,,,,,,,214,montevideo,6,11,Gratuito/Pase libre,Gratuito/Pase libre,,1,0,0,481.9301365767
759,756,758,3,2,58,1,2 Personas,1 Auto-Otro,6,1,1,Montevideo,Centro,6,1,Montevideo,30,4,Montevideo,Hogar-Otros,HBNW,0,1,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,1,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,647.9486488601
760,756,758,3,2,58,1,2 Personas,1 Auto-Otro,6,1,1,Montevideo,Centro,30,4,Montevideo,6,1,Montevideo,Hogar-Otros,HBNW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,2,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,647.9486488601
774,766,770,5,1,61,1,2 Personas,1 Auto-Otro,165,17,3,Primer Anillo,,161,26,Primer Anillo,165,17,Primer Anillo,Hogar-Estudio,HBNW,1,4,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,220.0665460952
